회사명,거래소코드,회계년도,자산(*)(천원),* 발행한 주식총수(*)(IFRS)(천원),* 주당 액면가액(IFRS)(천원),상장폐지일
(주)DB하이텍,000990,2011/12,1183957429,42923284,5000,
(주)DB하이텍,000990,2012/12,1149069244,44511167,5000,
(주)DB하이텍,000990,2013/12,1049494642,44511167,5000,
(주)DB하이텍,000990,2014/12,1001959816,44511167,5000,
(주)DB하이텍,000990,2015/12,1005673854,44511167,5000,
(주)DB하이텍,000990,2016/12,1006370876,44511167,5000,
(주)DB하이텍,000990,2017/12,977575054,44511167,5000,
(주)DB하이텍,000990,2018/12,1050696487,44511167,5000,
(주)DB하이텍,000990,2019/12,1089400761,44511167,5000,
(주)DB하이텍,000990,2020/12,1179256936,44511167,5000,
(주)MH에탄올,023150,2011/12,135927085,7000000,500,
(주)MH에탄올,023150,2012/12,139200817,7000000,500,
(주)MH에탄올,023150,2013/12,122520742,7000000,500,
(주)MH에탄올,023150,2014/12,85253876,7378526,500,
(주)MH에탄올,023150,2015/12,78691328,7378526,500,
(주)MH에탄올,023150,2016/12,72025138,7378526,500,
(주)MH에탄올,023150,2017/12,107437079,7378526,500,
(주)MH에탄올,023150,2018/12,109656889,7378526,500,
(주)MH에탄올,023150,2019/12,101058662,7378526,500,
(주)MH에탄올,023150,2020/12,97515830,7378526,500,
(주)SH에너지화학,002360,2011/12,102383199,111479950,500,
(주)SH에너지화학,002360,2012/12,102492810,111139950,500,
(주)SH에너지화학,002360,2013/12,109984767,111139950,500,
(주)SH에너지화학,002360,2014/12,109098264,111139950,500,
(주)SH에너지화학,002360,2015/12,114048206,111139950,500,
(주)SH에너지화학,002360,2016/12,122956894,111139950,500,
(주)SH에너지화학,002360,2017/12,123261552,111139950,500,
(주)SH에너지화학,002360,2018/12,120895795,111139950,500,
(주)SH에너지화학,002360,2019/12,121126250,111139950,500,
(주)SH에너지화학,002360,2020/12,116570206,111139950,500,
(주)SIMPAC,009160,2011/12,296953131,29084925,500,
(주)SIMPAC,009160,2012/12,307366684,29084925,500,
(주)SIMPAC,009160,2013/12,349836891,29084925,500,
(주)SIMPAC,009160,2014/12,329325876,29084925,500,
(주)SIMPAC,009160,2015/12,369348917,29084925,500,
(주)SIMPAC,009160,2016/12,366245273,29084925,500,
(주)SIMPAC,009160,2017/12,343005145,29084925,500,
(주)SIMPAC,009160,2018/12,628334175,65429516,500,
(주)SIMPAC,009160,2019/12,608693104,65429516,500,
(주)SIMPAC,009160,2020/12,656622388,65429516,500,
(주)SNT에너지,100840,2011/12,276511841,7084612,500,
(주)SNT에너지,100840,2012/12,292802033,7084612,500,
(주)SNT에너지,100840,2013/12,311675279,7084612,500,
(주)SNT에너지,100840,2014/12,304511816,7084612,500,
(주)SNT에너지,100840,2015/12,316196096,7084612,500,
(주)SNT에너지,100840,2016/12,348042346,7084612,500,
(주)SNT에너지,100840,2017/12,300266693,7084612,500,
(주)SNT에너지,100840,2018/12,280991534,7297150,500,
(주)SNT에너지,100840,2019/12,331391237,7506711,500,
(주)SNT에너지,100840,2020/12,332066179,7506711,500,
(주)SNT홀딩스,036530,2011/12,388123974,14923423,500,
(주)SNT홀딩스,036530,2012/12,388964716,14923423,500,
(주)SNT홀딩스,036530,2013/12,397336142,14923423,500,
(주)SNT홀딩스,036530,2014/12,399244416,14923423,500,
(주)SNT홀딩스,036530,2015/12,430584006,15370076,500,
(주)SNT홀딩스,036530,2016/12,427001710,15830105,500,
(주)SNT홀딩스,036530,2017/12,425435423,15830105,500,
(주)SNT홀딩스,036530,2018/12,422804813,16303886,500,
(주)SNT홀딩스,036530,2019/12,417172874,16303886,500,
(주)SNT홀딩스,036530,2020/12,423961201,16303886,500,
(주)STX,011810,2011/12,3302248000,59943040,2500,
(주)STX,011810,2012/12,3226878000,60394160,2500,
(주)STX,011810,2013/12,1086567000,61478240,2500,
(주)STX,011810,2014/12,1070433000,29845269,2500,
(주)STX,011810,2015/12,1057543000,29879719,2500,
(주)STX,011810,2016/12,627686000,47331679,2500,
(주)STX,011810,2017/12,520393000,19133430,2500,
(주)STX,011810,2018/12,446758000,19726902,2500,
(주)STX,011810,2019/12,462734000,19726902,2500,
(주)STX,011810,2020/12,362854000,19726902,2500,
(주)TCC스틸,002710,2011/12,407743559,16000000,1000,
(주)TCC스틸,002710,2012/12,438642951,17000000,1000,
(주)TCC스틸,002710,2013/12,444204925,18000000,1000,
(주)TCC스틸,002710,2014/12,461297588,19000000,1000,
(주)TCC스틸,002710,2015/12,330651742,22342500,1000,
(주)TCC스틸,002710,2016/12,250878191,22342500,1000,
(주)TCC스틸,002710,2017/12,248896237,22342500,1000,
(주)TCC스틸,002710,2018/12,268135677,22342500,1000,
(주)TCC스틸,002710,2019/12,270265082,22342500,1000,
(주)TCC스틸,002710,2020/12,261204640,23000000,1000,
(주)강원랜드,035250,2011/12,2730283806,213940500,500,
(주)강원랜드,035250,2012/12,2915385756,213940500,500,
(주)강원랜드,035250,2013/12,3105430200,213940500,500,
(주)강원랜드,035250,2014/12,3380461682,213940500,500,
(주)강원랜드,035250,2015/12,3688060027,213940500,500,
(주)강원랜드,035250,2016/12,3975979890,213940500,500,
(주)강원랜드,035250,2017/12,4182527382,213940500,500,
(주)강원랜드,035250,2018/12,4229630541,213940500,500,
(주)강원랜드,035250,2019/12,4436461953,213940500,500,
(주)강원랜드,035250,2020/12,3635973900,213940500,500,
(주)갤럭시아에스엠,011420,2011/12,40711969,19622424,500,
(주)갤럭시아에스엠,011420,2012/12,40169876,19622424,500,
(주)갤럭시아에스엠,011420,2013/12,34158874,19622424,500,
(주)갤럭시아에스엠,011420,2014/12,40528250,19622424,500,
(주)갤럭시아에스엠,011420,2015/12,67196553,27549644,500,
(주)갤럭시아에스엠,011420,2016/12,55825556,27549644,500,
(주)갤럭시아에스엠,011420,2017/12,48958128,27549644,500,
(주)갤럭시아에스엠,011420,2018/12,33337692,27549644,500,
(주)갤럭시아에스엠,011420,2019/12,28241598,27549644,500,
(주)갤럭시아에스엠,011420,2020/12,28554685,27549644,500,
(주)경농,002100,2011/12,176741869,21691750,500,
(주)경농,002100,2012/12,203467698,21691750,500,
(주)경농,002100,2013/12,214988593,21691750,500,
(주)경농,002100,2014/12,230870852,21691750,500,
(주)경농,002100,2015/12,265109291,21691750,500,
(주)경농,002100,2016/12,266622289,21691750,500,
(주)경농,002100,2017/12,268967010,21691750,500,
(주)경농,002100,2018/12,285031873,21691750,500,
(주)경농,002100,2019/12,297197088,21691750,500,
(주)경농,002100,2020/12,299102193,21691750,500,
(주)경동나비엔,009450,2011/12,224373470,12739510,1000,
(주)경동나비엔,009450,2012/12,254627468,12739510,1000,
(주)경동나비엔,009450,2013/12,301475800,12739510,1000,
(주)경동나비엔,009450,2014/12,331089242,12739510,1000,
(주)경동나비엔,009450,2015/12,324848990,12739510,1000,
(주)경동나비엔,009450,2016/12,347643876,12739510,1000,
(주)경동나비엔,009450,2017/12,391400492,12739510,1000,
(주)경동나비엔,009450,2018/12,440513661,12739510,1000,
(주)경동나비엔,009450,2019/12,461607017,12739510,1000,
(주)경동나비엔,009450,2020/12,535511600,13604730,1000,
(주)경동도시가스,267290,2017/12,707917077,4717063,2500,
(주)경동도시가스,267290,2018/12,775880913,4717063,2500,
(주)경동도시가스,267290,2019/12,747453908,5895406,2500,
(주)경동도시가스,267290,2020/12,697182108,5895406,2500,
(주)경동인베스트,012320,2011/12,941176098,3484800,5000,
(주)경동인베스트,012320,2012/12,1168400020,3484800,5000,
(주)경동인베스트,012320,2013/12,1161427092,3484800,5000,
(주)경동인베스트,012320,2014/12,1101071366,3484800,5000,
(주)경동인베스트,012320,2015/12,926392697,3484800,5000,
(주)경동인베스트,012320,2016/12,903818865,3484800,5000,
(주)경동인베스트,012320,2017/12,318031347,2365023,5000,
(주)경동인베스트,012320,2018/12,318776653,2365023,5000,
(주)경동인베스트,012320,2019/12,316572482,2365023,5000,
(주)경동인베스트,012320,2020/12,306973265,2365023,5000,
(주)경방,000050,2011/12,1331930968,2080000,5000,
(주)경방,000050,2012/12,1301719900,2080000,5000,
(주)경방,000050,2013/12,1261257414,2492298,5000,
(주)경방,000050,2014/12,1275008413,2741527,5000,
(주)경방,000050,2015/12,1259512344,2741527,5000,
(주)경방,000050,2016/12,1237024388,27415270,500,
(주)경방,000050,2017/12,1199063663,27415270,500,
(주)경방,000050,2018/12,1226545382,27415270,500,
(주)경방,000050,2019/12,1296265431,27415270,500,
(주)경방,000050,2020/12,1212393834,27415270,500,
(주)경보제약,214390,2011/12,117653953,,,
(주)경보제약,214390,2012/12,119939786,,,
(주)경보제약,214390,2013/12,135073234,2151617,5000,
(주)경보제약,214390,2014/12,168034561,2151617,5000,
(주)경보제약,214390,2015/12,195488457,23906860,500,
(주)경보제약,214390,2016/12,203735980,23906860,500,
(주)경보제약,214390,2017/12,204869399,23906860,500,
(주)경보제약,214390,2018/12,221622993,23906860,500,
(주)경보제약,214390,2019/12,237816742,23906860,500,
(주)경보제약,214390,2020/12,253239177,23906860,500,
(주)경인양행,012610,2011/12,245825940,37500000,500,
(주)경인양행,012610,2012/12,241045608,37500000,500,
(주)경인양행,012610,2013/12,274570963,40396365,500,
(주)경인양행,012610,2014/12,267331084,40396365,500,
(주)경인양행,012610,2015/12,273778266,40396365,500,
(주)경인양행,012610,2016/12,290035389,40396365,500,
(주)경인양행,012610,2017/12,296909084,40396365,500,
(주)경인양행,012610,2018/12,344908257,40396365,500,
(주)경인양행,012610,2019/12,381063538,40786365,500,
(주)경인양행,012610,2020/12,386097816,41276365,500,
(주)광명전기,017040,2011/12,99992644,43337615,500,
(주)광명전기,017040,2012/12,104218586,43337615,500,
(주)광명전기,017040,2013/12,105483729,43337615,500,
(주)광명전기,017040,2014/12,119791644,43337615,500,
(주)광명전기,017040,2015/12,107719518,43337615,500,
(주)광명전기,017040,2016/12,125405290,43337615,500,
(주)광명전기,017040,2017/12,128881408,43337615,500,
(주)광명전기,017040,2018/12,124159091,43337615,500,
(주)광명전기,017040,2019/12,140591786,43337615,500,
(주)광명전기,017040,2020/12,149581712,43337615,500,
(주)광주신세계,037710,2011/12,380753715,1600000,5000,
(주)광주신세계,037710,2012/12,430662968,1600000,5000,
(주)광주신세계,037710,2013/12,656355808,1600000,5000,
(주)광주신세계,037710,2014/12,652758688,1600000,5000,
(주)광주신세계,037710,2015/12,659495158,1600000,5000,
(주)광주신세계,037710,2016/12,655502726,1600000,5000,
(주)광주신세계,037710,2017/12,655018971,1600000,5000,
(주)광주신세계,037710,2018/12,696204982,1600000,5000,
(주)광주신세계,037710,2019/12,752423111,1600000,5000,
(주)광주신세계,037710,2020/12,784428251,1600000,5000,
(주)국동,005320,2011/12,42291817,4009154,500,
(주)국동,005320,2012/12,35813125,4009154,500,
(주)국동,005320,2013/12,40194919,4566254,500,
(주)국동,005320,2014/12,53392996,4696124,500,
(주)국동,005320,2015/12,66242141,4696124,500,
(주)국동,005320,2016/12,86116813,5914052,500,
(주)국동,005320,2017/12,75154254,13032774,500,
(주)국동,005320,2018/12,80727956,13740480,500,
(주)국동,005320,2019/12,96856085,27596156,500,
(주)국동,005320,2020/12,135210358,38845864,500,
(주)국보,001140,2011/12,97415381,1027304,5000,
(주)국보,001140,2012/12,93953021,1027304,5000,
(주)국보,001140,2013/12,94915572,1027304,5000,
(주)국보,001140,2014/12,87597909,1027304,5000,
(주)국보,001140,2015/12,80158667,1027304,5000,
(주)국보,001140,2016/12,77487791,1027304,5000,
(주)국보,001140,2017/12,69819240,1682304,5000,
(주)국보,001140,2018/12,45599283,1682304,5000,
(주)국보,001140,2019/12,57467353,23966505,500,
(주)국보,001140,2020/12,74173160,49376445,500,
(주)금비,008870,2011/09,139533684,1000000,5000,
(주)금비,008870,2012/09,131454531,1000000,5000,
(주)금비,008870,2013/09,131903805,1000000,5000,
(주)금비,008870,2014/09,138058582,1000000,5000,
(주)금비,008870,2015/09,142267212,1000000,5000,
(주)금비,008870,2016/09,155344926,1000000,5000,
(주)금비,008870,2017/09,148196313,1000000,5000,
(주)금비,008870,2018/09,149863024,1000000,5000,
(주)금비,008870,2019/09,151412728,1000000,5000,
(주)금비,008870,2020/09,155700474,1000000,5000,
(주)금양,001570,2011/12,124086392,39353308,500,
(주)금양,001570,2012/12,127197484,39353308,500,
(주)금양,001570,2013/12,142485295,39353308,500,
(주)금양,001570,2014/12,145135554,39353308,500,
(주)금양,001570,2015/12,157467543,39353308,500,
(주)금양,001570,2016/12,174953809,39353308,500,
(주)금양,001570,2017/12,167120998,42710111,500,
(주)금양,001570,2018/12,155507052,43226540,500,
(주)금양,001570,2019/12,171931897,44048135,500,
(주)금양,001570,2020/12,160123582,44048135,500,
(주)금호에이치티,214330,2011/12,62559068,,,
(주)금호에이치티,214330,2012/12,76273435,,,
(주)금호에이치티,214330,2013/12,87130967,230000,10000,
(주)금호에이치티,214330,2014/12,102363475,4600000,500,
(주)금호에이치티,214330,2015/12,109367040,9765000,500,
(주)금호에이치티,214330,2016/12,151786975,9765000,500,
(주)금호에이치티,214330,2017/12,146407321,9765000,500,
(주)금호에이치티,214330,2018/12,230268876,15831019,500,
(주)금호에이치티,214330,2019/12,314666069,23608582,500,
(주)금호에이치티,214330,2020/12,333352730,117904727,500,
(주)까뮤이앤씨,013700,2011/12,248885092,4515228,5000,
(주)까뮤이앤씨,013700,2012/12,203481478,4515228,5000,
(주)까뮤이앤씨,013700,2013/12,167635146,4515228,5000,
(주)까뮤이앤씨,013700,2014/12,129647729,4515228,5000,
(주)까뮤이앤씨,013700,2015/12,129465385,4515228,5000,
(주)까뮤이앤씨,013700,2016/12,142978398,4515228,5000,
(주)까뮤이앤씨,013700,2017/12,139937930,4515228,5000,
(주)까뮤이앤씨,013700,2018/12,142240175,45152280,500,
(주)까뮤이앤씨,013700,2019/12,168876167,45152280,500,
(주)까뮤이앤씨,013700,2020/12,166218114,45152280,500,
(주)나이스홀딩스,034310,2011/12,329687222,3458657,5000,
(주)나이스홀딩스,034310,2012/12,326573175,3788230,5000,
(주)나이스홀딩스,034310,2013/12,340424811,37882300,500,
(주)나이스홀딩스,034310,2014/12,374466879,37882300,500,
(주)나이스홀딩스,034310,2015/12,379918653,37882300,500,
(주)나이스홀딩스,034310,2016/12,388557495,37882300,500,
(주)나이스홀딩스,034310,2017/12,384843529,37882300,500,
(주)나이스홀딩스,034310,2018/12,423389599,37882300,500,
(주)나이스홀딩스,034310,2019/12,438147427,37882300,500,
(주)나이스홀딩스,034310,2020/12,473226005,37882300,500,
(주)남선알미늄,008350,2011/12,224292636,110486980,500,
(주)남선알미늄,008350,2012/12,236720122,110486980,500,
(주)남선알미늄,008350,2013/12,237576875,110486980,500,
(주)남선알미늄,008350,2014/12,240321965,110486980,500,
(주)남선알미늄,008350,2015/12,286102329,110486980,500,
(주)남선알미늄,008350,2016/12,283413750,110486980,500,
(주)남선알미늄,008350,2017/12,284649401,110486980,500,
(주)남선알미늄,008350,2018/12,294949630,110486980,500,
(주)남선알미늄,008350,2019/12,292559970,110486980,500,
(주)남선알미늄,008350,2020/12,276931596,110486980,500,
(주)남성,004270,2011/12,185361070,3621216,5000,
(주)남성,004270,2012/12,189440992,3621216,5000,
(주)남성,004270,2013/12,170466140,3621216,5000,
(주)남성,004270,2014/12,170614606,3621216,5000,
(주)남성,004270,2015/12,176973347,36212160,500,
(주)남성,004270,2016/12,169335721,36212160,500,
(주)남성,004270,2017/12,170016707,36212160,500,
(주)남성,004270,2018/12,168663357,36212160,500,
(주)남성,004270,2019/12,168351672,36212160,500,
(주)남성,004270,2020/12,155194452,36212160,500,
(주)넥센,005720,2011/12,428934662,3038000,5000,
(주)넥센,005720,2012/12,553189087,5448077,5000,
(주)넥센,005720,2013/12,550327802,5448077,5000,
(주)넥센,005720,2014/12,568520715,5448077,5000,
(주)넥센,005720,2015/12,569535605,5448077,5000,
(주)넥센,005720,2016/12,581253078,54480770,500,
(주)넥센,005720,2017/12,653953608,57144577,500,
(주)넥센,005720,2018/12,660401955,57144577,500,
(주)넥센,005720,2019/12,651025593,57144577,500,
(주)넥센,005720,2020/12,686411169,57144577,500,
(주)넥솔론,110570,2011/12,1078059567,79065200,500,2017/04/17
(주)넥솔론,110570,2012/12,968445889,124936280,500,2017/04/17
(주)넥솔론,110570,2013/12,886683388,132182656,500,2017/04/17
(주)넥솔론,110570,2014/12,551286640,144477027,500,2017/04/17
(주)넥솔론,110570,2015/12,492666167,160711257,500,2017/04/17
(주)넥솔론,110570,2016/12,429973624,161170196,500,2017/04/17
(주)넥스트사이언스,003580,2011/12,53771866,4714788,5000,
(주)넥스트사이언스,003580,2012/12,50876889,4714788,5000,
(주)넥스트사이언스,003580,2013/12,46429433,4714788,5000,
(주)넥스트사이언스,003580,2014/12,46518700,4714788,5000,
(주)넥스트사이언스,003580,2015/12,58354657,4714788,5000,
(주)넥스트사이언스,003580,2016/12,57821449,1278717,5000,
(주)넥스트사이언스,003580,2017/12,74925487,19181100,500,
(주)넥스트사이언스,003580,2018/12,151988538,22510021,500,
(주)넥스트사이언스,003580,2019/12,115161883,28434137,500,
(주)넥스트사이언스,003580,2020/12,99431555,32699622,500,
(주)노루페인트,090350,2011/12,473071190,20463126,500,
(주)노루페인트,090350,2012/12,511877762,20463126,500,
(주)노루페인트,090350,2013/12,507427528,20463126,500,
(주)노루페인트,090350,2014/12,518168929,20463126,500,
(주)노루페인트,090350,2015/12,526081263,20463126,500,
(주)노루페인트,090350,2016/12,543186736,20463126,500,
(주)노루페인트,090350,2017/12,541017214,20463126,500,
(주)노루페인트,090350,2018/12,555644322,20463126,500,
(주)노루페인트,090350,2019/12,570495808,20463126,500,
(주)노루페인트,090350,2020/12,598656694,20463126,500,
(주)노루홀딩스,000320,2011/12,253906367,13476401,500,
(주)노루홀딩스,000320,2012/12,264856913,13476401,500,
(주)노루홀딩스,000320,2013/12,281605639,13476401,500,
(주)노루홀딩스,000320,2014/12,290205704,13476401,500,
(주)노루홀딩스,000320,2015/12,296813243,13476401,500,
(주)노루홀딩스,000320,2016/12,358239741,13476401,500,
(주)노루홀딩스,000320,2017/12,360020678,13476401,500,
(주)노루홀딩스,000320,2018/12,359065830,13476401,500,
(주)노루홀딩스,000320,2019/12,358530733,13476401,500,
(주)노루홀딩스,000320,2020/12,363715906,13476401,500,
(주)녹십자,006280,2011/12,814582371,10130989,5000,
(주)녹십자,006280,2012/12,904287417,10130989,5000,
(주)녹십자,006280,2013/12,1040802954,11686538,5000,
(주)녹십자,006280,2014/12,1232228382,11686538,5000,
(주)녹십자,006280,2015/12,1323117870,11686538,5000,
(주)녹십자,006280,2016/12,1422757264,11686538,5000,
(주)녹십자,006280,2017/12,1575759046,11686538,5000,
(주)녹십자,006280,2018/12,1580579529,11686538,5000,
(주)녹십자,006280,2019/12,1742374171,11686538,5000,
(주)녹십자,006280,2020/12,1862558929,11686538,5000,
(주)녹십자홀딩스,005250,2011/12,880446935,49543070,500,
(주)녹십자홀딩스,005250,2012/12,699470921,49543070,500,
(주)녹십자홀딩스,005250,2013/12,766055042,49543070,500,
(주)녹십자홀딩스,005250,2014/12,722616440,49543070,500,
(주)녹십자홀딩스,005250,2015/12,829703432,49543070,500,
(주)녹십자홀딩스,005250,2016/12,846282314,49543070,500,
(주)녹십자홀딩스,005250,2017/12,958660032,49543070,500,
(주)녹십자홀딩스,005250,2018/12,993043941,49543070,500,
(주)녹십자홀딩스,005250,2019/12,928991658,49543070,500,
(주)녹십자홀딩스,005250,2020/12,1080663927,49543070,500,
(주)농심,004370,2011/12,2170397253,6082642,5000,
(주)농심,004370,2012/12,2075419644,6082642,5000,
(주)농심,004370,2013/12,2129920031,6082642,5000,
(주)농심,004370,2014/12,2116774394,6082642,5000,
(주)농심,004370,2015/12,2257471088,6082642,5000,
(주)농심,004370,2016/12,2330097985,6082642,5000,
(주)농심,004370,2017/12,2317377704,6082642,5000,
(주)농심,004370,2018/12,2406700249,6082642,5000,
(주)농심,004370,2019/12,2496940454,6082642,5000,
(주)농심,004370,2020/12,2494167664,6082642,5000,
(주)농심홀딩스,072710,2011/12,570464078,4637790,5000,
(주)농심홀딩스,072710,2012/12,570463412,4637790,5000,
(주)농심홀딩스,072710,2013/12,571644835,4637790,5000,
(주)농심홀딩스,072710,2014/12,566805829,4637790,5000,
(주)농심홀딩스,072710,2015/12,569266088,4637790,5000,
(주)농심홀딩스,072710,2016/12,573761009,4637790,5000,
(주)농심홀딩스,072710,2017/12,576908147,4637790,5000,
(주)농심홀딩스,072710,2018/12,581585726,4637790,5000,
(주)농심홀딩스,072710,2019/12,586483055,4637790,5000,
(주)농심홀딩스,072710,2020/12,561730953,4637790,5000,
(주)다우기술,023590,2011/12,581257334,44866617,500,
(주)다우기술,023590,2012/12,652777396,44866617,500,
(주)다우기술,023590,2013/12,667637262,44866617,500,
(주)다우기술,023590,2014/12,663269644,44866617,500,
(주)다우기술,023590,2015/12,745863436,44866617,500,
(주)다우기술,023590,2016/12,703515982,44866617,500,
(주)다우기술,023590,2017/12,705654329,44866617,500,
(주)다우기술,023590,2018/12,753409272,44866617,500,
(주)다우기술,023590,2019/12,784889266,44866617,500,
(주)다우기술,023590,2020/12,973711850,44866617,500,
(주)다이나믹디자인,145210,2011/12,181460933,9893040,500,
(주)다이나믹디자인,145210,2012/12,217482879,10128240,500,
(주)다이나믹디자인,145210,2013/12,231663017,10675440,500,
(주)다이나믹디자인,145210,2014/12,284529099,10675440,500,
(주)다이나믹디자인,145210,2015/12,282676065,11882640,500,
(주)다이나믹디자인,145210,2016/12,242209484,11882640,500,
(주)다이나믹디자인,145210,2017/12,176546112,28050716,500,
(주)다이나믹디자인,145210,2018/12,134387418,29402067,500,
(주)다이나믹디자인,145210,2019/12,121054302,29402067,500,
(주)다이나믹디자인,145210,2020/12,118202200,151569422,500,
(주)다함이텍,009280,2011/12,300191814,3986493,5000,2013/04/16
(주)다함이텍,009280,2012/12,303583174,3986493,5000,2013/04/16
(주)대교,019680,2011/12,829834807,104129840,500,
(주)대교,019680,2012/12,791840254,104129840,500,
(주)대교,019680,2013/12,823465031,104129840,500,
(주)대교,019680,2014/12,820055213,104129840,500,
(주)대교,019680,2015/12,780715983,104129840,500,
(주)대교,019680,2016/12,809958360,104129840,500,
(주)대교,019680,2017/12,822144545,104129840,500,
(주)대교,019680,2018/12,797454116,104129840,500,
(주)대교,019680,2019/12,880942323,104129840,500,
(주)대교,019680,2020/12,791624807,104129840,500,
(주)대구백화점,006370,2011/03,496018269,10825893,5000,
(주)대구백화점,006370,2012/03,497635407,10825893,5000,
(주)대구백화점,006370,2013/03,499634654,10825893,5000,
(주)대구백화점,006370,2014/03,494531240,10825893,5000,
(주)대구백화점,006370,2015/03,480518557,10825893,5000,
(주)대구백화점,006370,2016/03,479242326,10825893,5000,
(주)대구백화점,006370,2017/03,464408617,10825893,5000,
(주)대구백화점,006370,2018/12,457145121,10825893,5000,
(주)대구백화점,006370,2019/12,430164271,10825893,5000,
(주)대구백화점,006370,2020/12,423699624,10825893,5000,
(주)대덕,008060,2011/12,512463968,48796300,500,
(주)대덕,008060,2012/12,542695146,48796300,500,
(주)대덕,008060,2013/12,518607793,48796300,500,
(주)대덕,008060,2014/12,547317376,48796300,500,
(주)대덕,008060,2015/12,525406872,48796300,500,
(주)대덕,008060,2016/12,557708967,48796300,500,
(주)대덕,008060,2017/12,607099316,48796300,500,
(주)대덕,008060,2018/12,1122348046,81314848,500,
(주)대덕,008060,2019/12,1185884791,81314848,500,
(주)대덕,008060,2020/12,543387836,35102507,500,
(주)대동,000490,2011/12,469760509,23728210,1000,
(주)대동,000490,2012/12,456743836,23728210,1000,
(주)대동,000490,2013/12,489594789,23728210,1000,
(주)대동,000490,2014/12,603838912,23728210,1000,
(주)대동,000490,2015/12,579538912,23728210,1000,
(주)대동,000490,2016/12,539759118,23728210,1000,
(주)대동,000490,2017/12,558502937,23728210,1000,
(주)대동,000490,2018/12,551959996,23728210,1000,
(주)대동,000490,2019/12,550191361,23728210,1000,
(주)대동,000490,2020/12,657149258,23728210,1000,
(주)대성합동지주,005620,2011/12,549132081,1799077,5000,2017/08/25
(주)대성합동지주,005620,2012/12,565110622,1799077,5000,2017/08/25
(주)대성합동지주,005620,2013/12,503280051,1799077,5000,2017/08/25
(주)대성합동지주,005620,2014/12,434923646,1799077,5000,2017/08/25
(주)대성합동지주,005620,2015/12,393246472,1799077,5000,2017/08/25
(주)대성합동지주,005620,2016/12,403865784,1799077,5000,2017/08/25
(주)대양금속,009190,2011/12,216928733,54108544,500,
(주)대양금속,009190,2012/12,104782647,45898188,500,
(주)대양금속,009190,2013/12,101769162,61589669,500,
(주)대양금속,009190,2014/12,104908934,67589669,500,
(주)대양금속,009190,2015/12,98535738,26267933,500,
(주)대양금속,009190,2016/12,100099259,26267933,500,
(주)대양금속,009190,2017/12,95910308,26267933,500,
(주)대양금속,009190,2018/12,92308411,26267933,500,
(주)대양금속,009190,2019/12,90520352,34989932,500,
(주)대양금속,009190,2020/12,116257053,42315939,500,
(주)대우건설,047040,2011/12,8984781744,415622638,5000,
(주)대우건설,047040,2012/12,9357599738,415622638,5000,
(주)대우건설,047040,2013/12,9721382818,415622638,5000,
(주)대우건설,047040,2014/12,9889839840,415622638,5000,
(주)대우건설,047040,2015/12,9650768538,415622638,5000,
(주)대우건설,047040,2016/12,9367312840,415622638,5000,
(주)대우건설,047040,2017/12,8247700980,415622638,5000,
(주)대우건설,047040,2018/12,8137774312,415622638,5000,
(주)대우건설,047040,2019/12,8734473025,415622638,5000,
(주)대우건설,047040,2020/12,8399269137,415622638,5000,
(주)대웅,003090,2011/12,288431000,11383011,2500,
(주)대웅,003090,2012/12,303932331,11628396,2500,
(주)대웅,003090,2013/12,309791451,11628396,2500,
(주)대웅,003090,2014/12,315970433,11628396,2500,
(주)대웅,003090,2015/12,329324956,11628396,2500,
(주)대웅,003090,2016/12,330037143,11628396,2500,
(주)대웅,003090,2017/12,337100220,58141980,500,
(주)대웅,003090,2018/12,344459714,58141980,500,
(주)대웅,003090,2019/12,348607411,58141980,500,
(주)대웅,003090,2020/12,371342389,58141980,500,
(주)대웅제약,069620,2011/12,493208780,10994117,2500,
(주)대웅제약,069620,2012/12,477119010,11285968,2500,
(주)대웅제약,069620,2013/12,572053856,11586575,2500,
(주)대웅제약,069620,2014/12,678153979,11586575,2500,
(주)대웅제약,069620,2015/12,819336096,11586575,2500,
(주)대웅제약,069620,2016/12,1015246927,11586575,2500,
(주)대웅제약,069620,2017/12,1053517341,11586575,2500,
(주)대웅제약,069620,2018/12,1076308746,11586575,2500,
(주)대웅제약,069620,2019/12,1099982039,11586575,2500,
(주)대웅제약,069620,2020/12,1186735400,11586575,2500,
(주)대유에이텍,002880,2011/12,246556552,63835867,500,
(주)대유에이텍,002880,2012/12,277360120,84429430,500,
(주)대유에이텍,002880,2013/12,336455370,84429430,500,
(주)대유에이텍,002880,2014/12,377532160,86601410,500,
(주)대유에이텍,002880,2015/12,326469774,106791811,500,
(주)대유에이텍,002880,2016/12,349202520,106797750,500,
(주)대유에이텍,002880,2017/12,359200420,106886357,500,
(주)대유에이텍,002880,2018/12,370892754,108784428,500,
(주)대유에이텍,002880,2019/12,405333866,109195590,500,
(주)대유에이텍,002880,2020/12,410369156,109195590,500,
(주)대유플러스,000300,2011/12,250262905,59080861,500,
(주)대유플러스,000300,2012/12,243422865,87138070,500,
(주)대유플러스,000300,2013/12,238456059,87138070,500,
(주)대유플러스,000300,2014/12,162211535,88120526,500,
(주)대유플러스,000300,2015/12,177370555,88120526,500,
(주)대유플러스,000300,2016/12,136720082,88120526,500,
(주)대유플러스,000300,2017/12,136361413,88120526,500,
(주)대유플러스,000300,2018/12,204322280,100682460,500,
